Case_ID,Attack_Type,Country,Region,Location,Victim_Name,Injury,Fatal,original order,Ages,Dates,Days,Months,Years,Sex_U,Sex_M,Activities,Species_Shark,long_shark
1895.03.29.R,Unprovoked,Indonesia,Moluccas,South Aroo Island,Pindo Island pirates,FATAL,Y,608.0,27,29-03-1895,29.0,3.0,1895.0,M,M,swimming,Unknown,Unknown
1895.03.15,Unprovoked,Australia,Queensland,Burnett River,Nicol Pringle,Lower leg & foot bitten,N,607.0,13,15-03-1895,15.0,3.0,1895.0,M,M,swimming,Unknown,Unknown
1895.02.27,Unprovoked,Australia,New South Wales,Sydney Harbor,James Edward Clifton Donald,FATAL,Y,606.0,14,27-02-1895,27.0,2.0,1895.0,M,M,swimming,Unknown,Unknown
1895.02.23.R,Unprovoked,Panama,Bocas del Toro,Unknown,John Minard,FATAL,Y,605.0,27,23-02-1895,23.0,2.0,1895.0,M,M,other,Unknown,Unknown
1895.00.00.b,Boating,Australia,Western Australia,"Dampier's Creek, Broome",oar of Knut Dahl's boat,No injury to occupants of boat,N,604.0,27,09-03-1905,9.0,3.0,1905.0,Unknown,M,unknown,Unknown,Unknown
1894.12.11,Provoked,United States,Florida,"North Beach, St. Augustine",Chatiles F. Brynes,Left leg bitten PROVOKED INCIDENT,N,603.0,27,11-12-1894,11.0,12.0,1894.0,M,M,fishing,Shark,3.66
1894.11.28,Unprovoked,Australia,New South Wales,Newcastle ,Horace Hewison,"""Lost his arm""",N,602.0,19,28-11-1894,28.0,11.0,1894.0,M,M,swimming,Shark,3.05
1894.10.06.R,Unprovoked,United States,Alabama,Mobile Bay,a deserter from the ship Evarest,FATAL,Y,601.0,27,06-10-1894,6.0,10.0,1894.0,M,M,swimming,Unknown,Unknown
1894.09.12.R,Unprovoked,United States,Virginia,Norfolk,Michael Daly,Lacerations to leg,N,600.0,27,12-09-1894,12.0,9.0,1894.0,M,M,swimming,Unknown,Unknown
1894.09.06.R,Unprovoked,Fiji,Vita Levu,Rewa River,Fijian girl,Foot severed,N,599.0,10,06-09-1894,6.0,9.0,1894.0,F,F,other,Unknown,Unknown
1894.09.01.R,Provoked,United States,Texas,Rockport,William Muller,Laceration to calf  PROVOKED INCIDENT,N,598.0,27,01-09-1894,1.0,9.0,1894.0,M,M,fishing,Unknown,Unknown
1894.08.21,Unprovoked,United States,New York,"Woolsey's Point, East River",Catherine Beach,No injury,Unknown,597.0,27,21-08-1894,21.0,8.0,1894.0,F,F,swimming,Shovelnose Shark,1.52
1894.08.01,Unprovoked,United States,Florida,"Jacksonville, Duval County",Milton Shane,Lacerations to thigh,N,596.0,27,01-08-1894,1.0,8.0,1894.0,M,M,other,Unknown,Unknown
1894.07.15.R,Unprovoked,France,Provence,"la Badine, HyÃÂÃÂÃÂÃÂ¨res ","la Badine, HyÃÂÃÂÃÂÃÂ¨res, ",No injury,Y,595.0,27,15-07-1894,15.0,7.0,1894.0,M,M,fishing,Unknown,1.8
1894.06.29,Unprovoked,United States,Florida,Anastasia Island,Erskine H. Reynolds,"""Painfully injured"" but no details",Unknown,594.0,27,29-06-1894,29.0,6.0,1894.0,M,M,swimming,Unknown,Unknown
1894.06.25,Unprovoked,South Africa,Western Cape Province,Simons Town,"Swedish male, crewman from the Harry Mundahl",FATAL,Y,593.0,27,25-06-1894,25.0,6.0,1894.0,M,M,other,Unknown,Unknown
1894.06.15.b.R,Unprovoked,United States,North Carolina,"New Bern, Craven County",soldier ,Right leg bitten,N,592.0,27,15-06-1894,15.0,6.0,1894.0,M,M,swimming,Unknown,Unknown
1894.06.15.a.R,Unprovoked,Mexico,Bay of Campeche,Unknown,sailor,"FATAL, torso bitten ",Y,591.0,27,15-06-1894,15.0,6.0,1894.0,M,M,other,Shark,6.1
1894.04.28.b.R,Unprovoked,Burma,Rangoon,Amherst, Grace Darling,FATAL,Y,590.0,27,28-04-1894,28.0,4.0,1894.0,F,F,swimming,Unknown,Unknown
1894.04.28.a.R,Unprovoked,Burma,Rangoon,Amherst,Lucy Stone ,FATAL ,Y,589.0,27,28-04-1894,28.0,4.0,1894.0,F,F,swimming,Unknown,Unknown
1893.10.20.R,Unprovoked,India,Bay of Bengal,Madras Harbor,A young pearl trader,FATAL,Y,588.0,27,20-10-1893,20.0,10.0,1893.0,M,M,accident,Unknown,Unknown
1893.10.16,Invalid,Croatia, Primorje-Gorski Kotar County,"Off Volusca, Opatija",4 passengers frightened by shark,No injury; no attack,N,587.0,27,16-10-1893,16.0,10.0,1893.0,Unknown,M,boating,Unknown,Unknown
1893.07.03,Unprovoked,Philippines,Mindoro,Off Manila,,FATAL,Y,586.0,27,03-07-1893,3.0,7.0,1893.0,M,M,other,Unknown,Unknown
1893.06.22.R,Unprovoked,Nigeria,Bayelsa State,Mouth of the Nun River,mate & crew,FATAL,Y,585.0,27,22-06-1893,22.0,6.0,1893.0,M,M,other,Unknown,Unknown
1893.06.22,Unprovoked,Lebanon,Unknown,Off Tripoli,crew,FATAL,Y,584.0,27,22-06-1893,22.0,6.0,1893.0,M,M,other,Unknown,Unknown
1893.05.23.R,Unprovoked,Fiji,Unknown,Between Kadavu & Beqa,a girl,FATAL,Y,583.0,10,23-05-1893,23.0,5.0,1893.0,F,F,boating,Unknown,Unknown
1893.05.17,Unprovoked,Cuba,Havana Province,Havana Harbor,"Ramon Margulies, aeronaut",FATAL,Y,582.0,27,17-05-1893,17.0,5.0,1893.0,M,M,other,Unknown,Unknown
1893.04.15,Unprovoked,South Atlantic Ocean,Unknown,Unknown,Charles Barclay,"One leg severed by the shark, the other surgically amputated",N,581.0,27,15-04-1893,15.0,4.0,1893.0,M,M,other,Unknown,Unknown
1893.04.14,Unprovoked,Australia,Queensland,Torres Strait,Kangaroo,Leg bitten,N,580.0,27,14-04-1893,14.0,4.0,1893.0,M,M,other,Unknown,Unknown
1893.04.04,Invalid,Australia,Tasmania,"Chimney Point, GeorgeÃÂÃÂÃÂÃÂs Bay",Joseph Meredith,"Fatal, probable drowning",Y,579.0,27,04-04-1893,4.0,4.0,1893.0,M,M,other,Unknown,Unknown
1893.01.30.R,Unprovoked,New Zealand,South Island?,Downs River,Donald McKenzie,FATAL,Y,578.0,27,30-01-1893,30.0,1.0,1893.0,M,M,swimming,Unknown,Unknown
1893.01.18.R,Unprovoked,French Polynesia,Unknown,One week out of PÃÂÃÂÃÂÃÂ¡pete,sailor,FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila,Y,577.0,27,18-01-1893,18.0,1.0,1893.0,M,M,accident,Unknown,Unknown
1893.00.00,Unprovoked,Egypt,Mediterranean Sea,Port Said,No details,No details,Unknown,576.0,27,07-03-1905,7.0,3.0,1905.0,Unknown,M,unknown,Unknown,Unknown
1892.12.15,Unprovoked,Atlantic Ocean,Unknown,Unknown,Samuel Coolidge,FATAL,Y,575.0,15,15-12-1892,15.0,12.0,1892.0,M,M,boating,Unknown,Unknown
1892.11.09.R,Unprovoked,Australia,Norfolk Island,Unknown,a boat steerer,Laceration to arm,N,574.0,27,09-11-1892,9.0,11.0,1892.0,M,M,fishing,Unknown,Unknown
1892.11.06,Unprovoked,Australia,Queensland,"Wellington Point, Brisbane",Mrs. Coe,Abrasions to left leg,N,573.0,27,06-11-1892,6.0,11.0,1892.0,F,F,swimming,Unknown,Unknown
1892.09.16.R,Unprovoked,United States,Texas,Velasco,Baker,Hand bitten,N,572.0,27,16-09-1892,16.0,9.0,1892.0,M,M,unknown,Unknown,Unknown
1892.06.24,Invalid,France,Brittany,Brest,,"No injury, no attack",Unknown,570.0,27,24-06-1892,24.0,6.0,1892.0,Unknown,M,fishing,Unknown,Unknown
1892.05.19.R,Unprovoked,New Zealand,North Island,Rockhampton,Abraham Yates,Minor injury to leg,N,569.0,27,19-05-1892,19.0,5.0,1892.0,M,M,swimming,Unknown,Unknown
1892.06.20.R,Unprovoked,Cuba,Havana Province,Havana Harbor,a mestizo,FATAL,Y,569.0,27,20-06-1892,20.0,6.0,1892.0,M,M,other,Unknown,Unknown
1892.04.21.R,Unprovoked,Bahamas,Out Islands,Andros Island,male,"FATAL, leg severed",Y,568.0,27,21-04-1892,21.0,4.0,1892.0,M,M,other,Shark,4.88
1892.03.25.R,Unprovoked,Pacific Ocean,Unknown,Unknown,,6 or 8 of the would-be rescuers were shot & the rest were killed by sharks,Y,567.0,27,25-03-1893,25.0,3.0,1893.0,M,M,other,Unknown,Unknown
1892.03.02,Provoked,Australia,New South Wales,Lake Macquarie,Christopher Wang,Lacerations to calf by netted shark PROVOKED INCIDENT,N,566.0,21,02-03-1892,2.0,3.0,1892.0,M,M,fishing,Shark,3.66
1892.00.00,Provoked,Australia,Torres Strait,Badu Island,Mr. A. Rotaman,FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT,Y,565.0,27,06-03-1905,6.0,3.0,1905.0,M,M,diving,Unknown,Unknown
1891.12.31.R,Unprovoked,Australia,New South Wales,Sydney Harbor,Mr. Christesen,Foot severed,N,564.0,27,31-12-1891,31.0,12.0,1891.0,M,M,swimming,Unknown,Unknown
1891.12.22.R,Unprovoked,New Zealand,North Island,"Manukau Harbor, 6 miles south of Auckland",Henry Jacobson,Hand bitten,N,563.0,27,22-12-1891,22.0,12.0,1891.0,M,M,other,Unknown,Unknown
1891.09.14.R,Sea Disaster,Kiribati,Line Islands,Flint Island,,"FATAL               Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed",Y,562.0,27,14-09-1891,14.0,9.0,1891.0,Unknown,M,other,Unknown,Unknown
1891.08.30.R,Unprovoked,Canada,Nova Scotia,Halifax,John Roult,FATAL,Y,561.0,27,30-08-1891,30.0,8.0,1891.0,M,M,boating,Unknown,Unknown
1891.08.29,Provoked,United States,New Jersey,"Off Longport, Atlantic County",one of the crew of the schooner Mary C. Brown,"Survived, PROVOKED INCIDENT",N,560.0,27,29-08-1891,29.0,8.0,1891.0,M,M,other,Unknown,Unknown
1891.06.11,Invalid,United States,Virginia,Hampton Roads,John Howard,"Fatal, but death may have been due to drowning",Y,559.0,27,11-06-1891,11.0,6.0,1891.0,M,M,other,Unknown,Unknown
1891.03.10,Unprovoked,Paraguay,Unknown,Unknown,,FATAL,Y,558.0,27,10-03-1891,10.0,3.0,1891.0,Unknown,M,other,Unknown,Unknown
1891.01.08.R,Unprovoked,Jamaica,Kingston Parish,Port Royal Harbour,3 sailors,FATAL,Y,557.0,27,08-01-1891,8.0,1.0,1891.0,M,M,boating,Unknown,Unknown
1890.12.30,Invalid,Australia,Queensland,Moreton Bay,C. Gregory,"Fatal, but death may have been due to drowning",Y,556.0,27,30-12-1890,30.0,12.0,1890.0,Unknown,M,other,Unknown,Unknown
1890.12.27.R,Unprovoked,British New Guinea,Woodlark Islands,Off Panamota,Tetebara,Arm bitten,N,555.0,18,27-12-1890,27.0,12.0,1890.0,M,M,boating,Unknown,Unknown
1890.10.25.R,Unprovoked,Atlantic Ocean,Unknown,Unknown,Captain Lavarello ,FATAL,Y,554.0,27,25-10-1890,25.0,10.0,1890.0,M,M,boating,Unknown,Unknown
1890.08.17.R,Provoked,United States,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",a charter fishing boat with James Whiteside and his party,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N,553.0,27,17-08-1890,17.0,8.0,1890.0,Unknown,M,other,Shark,1.52
1890.08.09,Unprovoked,United States,Connecticut,"Bridgeport, Fairfield County",Raymond Odell,Severe lacerations to left arm.,N,552.0,27,09-08-1890,9.0,8.0,1890.0,M,M,other,Unknown,Unknown
1890.08.08,Unprovoked,Samoa,Upolu Island,Apia Harbour,Hermann Schwebke,Both legs severed,N,551.0,27,08-08-1890,8.0,8.0,1890.0,M,M,swimming,Unknown,Unknown
1890.06.26,Unprovoked,Croatia,Unknown,Fiume,Mayonni,Legs severed ,N,550.0,27,26-06-1890,26.0,6.0,1890.0,M,M,swimming,Unknown,Unknown
1890.06.14.R,Unprovoked,Persian Gulf,Unknown,Unknown,a Frenchman,Severe lacerations to foot,N,549.0,27,14-06-1890,14.0,6.0,1890.0,M,M,boating,Unknown,Unknown
1890.06.02.R,Unprovoked,Egypt,Mediterranean Sea,Port Said,male,FATAL,Y,548.0,27,02-06-1890,2.0,6.0,1890.0,M,M,swimming,Unknown,Unknown
1890.05.14,Invalid,South Africa,Eastern Cape Province,Port Elizabeth,Joseph Lundy,"Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark",Unknown,547.0,27,14-05-1890,14.0,5.0,1890.0,M,M,unknown,Unknown,Unknown
1890.02.25,Boating,Malta,Munxar Reef,Marsascala,Salvatore & Agostino Bugeja,"FATAL, 2 men were lost, presumed taken by the shark",Y,546.0,27,25-02-1890,25.0,2.0,1890.0,M,M,other,Unknown,Unknown
1890.00.00.e,Unprovoked,Australia,Tasmania,Derwent River (empties into the sea at Hobart),Frederick Sampson Johnson,Knee bitten,N,545.0,27,04-03-1905,4.0,3.0,1905.0,M,M,standing/wading,Sevengill Shark,4.27
1890.00.00.d,Unprovoked,India,Tamil Nadu,Tuticorin,a pearl diver,No details,Unknown,544.0,27,04-03-1905,4.0,3.0,1905.0,M,M,diving,Unknown,Unknown
1890.00.00.c,Unprovoked,India,Tamil Nadu,Tuticorin,a pearl diver,No details,Unknown,543.0,27,04-03-1905,4.0,3.0,1905.0,M,M,diving,Unknown,Unknown
1890.00.00.b,Unprovoked,New Zealand,North Island,"Lampton Harbour, Wellington",soldier ,FATAL,Y,542.0,27,04-03-1905,4.0,3.0,1905.0,M,M,swimming,Unknown,Unknown
1890.00.00.a,Unprovoked,South Africa,KwaZulu-Natal,Cape Vidal,Zulu boy,"FATAL, leg bitten, foot partly severed ",Y,541.0,10,,,,1890.0,M,M,swimming,Unknown,Unknown
1889.11.29.R,Invalid,Greece,Northern Peloponnese,Patras,,"Human remains found in 4m, 900 kg shark",Unknown,540.0,27,29-11-1889,29.0,11.0,1889.0,Unknown,M,unknown,Unknown,Unknown
1889.11.22,Unprovoked,Australia,Queensland,Bowen,E.J. Sharpe,FATAL,Y,539.0,27,22-11-1889,22.0,11.0,1889.0,M,M,other,Unknown,Unknown
1889.11.16,Invalid,United States,Hawaii,Honolulu,Joe Lawrence,Speculated that he was taken by a shark but most likely drowned,Y,538.0,27,16-11-1889,16.0,11.0,1889.0,M,M,other,Unknown,Unknown
1889.10.03.R,Unprovoked,India,Tamil Nadu,Madras,"B, a young English officer",FATAL,Y,537.0,27,03-10-1889,3.0,10.0,1889.0,M,M,swimming,Unknown,Unknown
1889.07.21,Unprovoked,United States,Florida,"Fernandina, Nassau County",Eddie Roe,"FATAL, calf bitten",Y,536.0,27,21-07-1889,21.0,7.0,1889.0,M,M,swimming,Unknown,Unknown
1889.07.19,Unprovoked,United States,Texas,West Bay near Galveston ,John Bolling,Leg bitten,N,535.0,27,19-07-1889,19.0,7.0,1889.0,M,M,fishing,Shark,5.49
1889.07.08,Unprovoked,Australia,Victoria,Port Phillip,male,FATAL ,Y,534.0,27,08-07-1889,8.0,7.0,1889.0,M,M,other,Unknown,Unknown
1889.01.31.R,Provoked,United States,Florida,Hillsborough Bay,"rowboat, ",No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT,N,533.0,27,31-01-1889,31.0,1.0,1889.0,Unknown,M,fishing,Unknown,Unknown
1889.01.00,Unprovoked,Sierra Leone,Western Area,Freetown,English sailor,FATAL,Y,532.0,27,,,,1889.0,M,M,other,Unknown,Unknown
1888.12.25.R,Unprovoked,Indian Ocean,Between Perth & Colombo,Unknown,E. Burnside,Foot severed,N,531.0,27,25-12-1888,25.0,12.0,1888.0,M,M,swimming,Unknown,Unknown
1888.12.09,Unprovoked,Australia,New South Wales,"Iron Cove Bridge, Sydney (Estuary)",Stephen Carter,FATAL,Y,530.0,11,09-12-1888,9.0,12.0,1888.0,M,M,swimming,Unknown,Unknown
1888.12.00,Unprovoked,Australia,New South Wales,"Hawkesbury Bridge, Sydney",Mr. Ryland,FATAL,Y,529.0,27,,,,1888.0,M,M,other,Unknown,Unknown
1888.10.23.R,Unprovoked,Croatia, Primorje-Gorski Kotar County,Rijeka,,Human remains found in shark,Y,528.0,27,23-10-1888,23.0,10.0,1888.0,Unknown,M,unknown,Kg Female Shark,5.0
1888.08.14,Sea Disaster,Canada,Nova Scotia,Off Sable Island,1 man,FATAL,Y,527.0,27,14-08-1888,14.0,8.0,1888.0,M,M,other,Unknown,Unknown
1888.08.01.R,Boating,United States,New York,Long Island,catboat. Occupants: Captain Tuppe & 2 young ladiesr,No injury to occupants. Shark beat away with oar,N,526.0,27,01-08-1888,1.0,8.0,1888.0,Unknown,M,boating,Unknown,Unknown
1888.07.20.R,Invalid,Jamaica,Unknown,Unknown,,Human remains recovered from a 10' to 12' shark caught in a turtle net,Y,525.0,27,20-07-1888,20.0,7.0,1888.0,M,M,boating,Unknown,Unknown
1888.07.13.R,Sea Disaster,India,Gujarat,Cutch Coast,6 crew,"FATAL, only 1 of her crew of 7 survived",Y,524.0,27,13-07-1888,13.0,7.0,1888.0,M,M,other,Unknown,Unknown
1888.07.04,Invalid,Croatia,Lukovo,Unknown,,Human remains & clothing found in 7' shark,Y,523.0,27,04-07-1888,4.0,7.0,1888.0,Unknown,M,unknown,Unknown,Unknown
1888.06.24,Boating,Australia,Victoria,Port Melbourne,2 men,"No injury to occupants, shark holed boat",N,522.0,27,24-06-1888,24.0,6.0,1888.0,Unknown,M,fishing,Unknown,Unknown
1888.06.18.R,Invalid,Australia,Victoria,"Point Cook, Port Phillip Bay","Claude Hadley, William Grundy, Albert Faulkner & Frederick Faulkner",Probable drowning & scavenging,Y,521.0,27,18-06-1888,18.0,6.0,1888.0,M,M,other,Unknown,Unknown
1888.02.17,Unprovoked,New Zealand,South Island,Oamaru,David Grant,"Arm severely lacerated, surgically amputated",N,520.0,27,17-02-1888,17.0,2.0,1888.0,M,M,other,But The Shark,Unknown
1888.02.00,Unprovoked,South Africa,Eastern Cape Province,Mzimvubu River mouth,male,FATAL,Y,519.0,27,,,,1888.0,M,M,other,Unknown,Unknown
1888.01.22,Boating,Australia,New South Wales,Sydney Harbor,Burke,"Shark bit boat, but no injury to occupant who swam ashore",N,518.0,27,22-01-1888,22.0,1.0,1888.0,M,M,boating,Unknown,Unknown
1888.00.00,Unprovoked,Libya,Mediterranean Sea,Off Tripoli,T riantafyllos,Lacerations to thorax and hands,N,517.0,27,02-03-1905,2.0,3.0,1905.0,M,M,other,Unknown,Unknown
1887.12.22.R,Unprovoked,Honduras,CortÃÂÃÂÃÂÃÂ©s,Off Puerto Cortez (Caribbean coast),Carl Luhudahl,FATAL,Y,516.0,33,22-12-1887,22.0,12.0,1887.0,M,M,other,Unknown,Unknown
1887.12.04,Unprovoked,Australia,New South Wales,"Ryde, Sydney (Estuary)",Thomas Cochrane (William Charles Corkhill0,FATAL,Y,515.0,27,04-12-1887,4.0,12.0,1887.0,M,M,unknown,Shark,3.66
1887.10.18,Unprovoked,United States,Florida,"Between Lake Worth & Biscayne Bay, near Hillsboro","James F. Hamilton, a mail carrier",FATAL,Y,514.0,27,18-10-1887,18.0,10.0,1887.0,M,M,other,Unknown,Unknown
1887.10.00,Sea Disaster,Bahamas,Unknown,Unknown,Burgess & 2 seamen,FATAL,Y,513.0,27,04-10-1887,4.0,10.0,1887.0,M,M,other,Unknown,Unknown
1887.09.22,Unprovoked,Italy,Adriatic Sea,Trieste,Joseph Weissmantel,Leg injured,N,512.0,27,22-09-1887,22.0,9.0,1887.0,M,M,swimming,Unknown,Unknown
1887.09.06,Invalid,Croatia, Primorje-Gorski Kotar County,Kraljevica,,Shoes & human remains found in a shark,Y,511.0,27,11-09-1887,11.0,9.0,1887.0,Unknown,M,unknown,Unknown,Unknown
1887.03.12,Boating,Australia,South Australia,Black Point,Mr. Boucaut & Mr. Harris,No injury to occupants,N,510.0,27,12-03-1887,12.0,3.0,1887.0,Unknown,M,other,Shark,3.96
1887.02.08.R,Unprovoked,New Zealand,North Island,Kaipara,a seaman from the Johann Brodersen,FATAL,Y,509.0,27,08-02-1887,8.0,2.0,1887.0,M,M,swimming,Unknown,Unknown
1887.02.08,Provoked,South Africa,Western Cape Province,Blaauwberg,boat,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",N,508.0,27,08-02-1887,8.0,2.0,1887.0,Unknown,M,unknown,Shark,4.7
1887.01.20,Sea Disaster,Brazil,Alagoas,MaceiÃÂÃÂÃÂÃÂ³,Whittle,FATAL,Y,507.0,27,20-01-1887,20.0,1.0,1887.0,M,M,other,Unknown,Unknown
1887.01.12,Unprovoked,South Africa,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",Zangile,"FATAL, flesh removed hip to knee, calf & heel bitten ",Y,506.0,13,12-01-1887,12.0,1.0,1887.0,M,M,swimming,Unknown,Unknown
1887.00.00,Sea Disaster,Ocean,"Somewhere between Philadelphia and Hiogo, Japan",Unknown,a ship's steward,Foot severed,N,505.0,27,01-03-1905,1.0,3.0,1905.0,M,M,other,Unknown,Unknown
1886.08.00.c,Boating,United States, New Jersey,"Shrewsbury River, Highlands, Monmouth County","boat, occupants: 4 men","Shark attacked boat, shark killed & towed to shore",N,504.0,27,,,,1886.0,M,M,unknown,Shark,Unknown
1886.08.00.b,Provoked,United States,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County",Boat of Captain Forman White,"No injury, sharks ripped net & bit boat PROVOKED INCIDENT",N,503.0,27,,,,1886.0,Unknown,M,other,Unknown,Unknown
1886.08.00.a,Boating,United States,New Jersey,"Shrewsbury River, Highlands, Monmouth County",John Parker & Edward Matthews,"No injury. They were chased by three sharks, one of which rammed their boat",N,502.0,27,,,,1886.0,M,M,fishing,Unknown,3.0
1886.06.17,Unprovoked,Australia,Queensland,Off Bribie Heads,Lacoon,FATAL,Y,501.0,18,17-06-1886,17.0,6.0,1886.0,M,M,other,Unknown,Unknown
1886.06.02,Invalid,United States,Hawaii,"Hamakua Homakua, Hawai'i",2 women,"The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared",Y,500.0,27,02-06-1886,2.0,6.0,1886.0,F,F,other,Unknown,Unknown
1886.05.06,Unprovoked,New Caledonia,South Province,Noumea,male,FATAL,Y,499.0,27,06-05-1886,6.0,5.0,1886.0,M,M,swimming,Unknown,Unknown
1886.04.26,Unprovoked,Australia,Queensland,Rothesay Bay,male,Wrist bitten,N,498.0,27,26-04-1886,26.0,4.0,1886.0,M,M,fishing,Unknown,Unknown
1886.04.11,Invalid,New Zealand,South Island,Near the mouth of the Clarence River,male,Probable drowning & scavenging,Y,497.0,27,11-04-1886,11.0,4.0,1886.0,M,M,other,Unknown,Unknown
1886.03.06.R,Invalid,New Zealand,South Island,Dunedin ,Rodwell,Left leg severed. Probably confusion with GSAF 1886.01.28,N,496.0,27,06-03-1886,6.0,3.0,1886.0,M,M,swimming,Unknown,Unknown
1886.03.00,Invalid,Australia,New South Wales,"Dobroyd Head, Watson Bay, Sydney",James Barefoot,His body was found in a tiger shark; next day other human remains found in sharks at Berry's Bay ,Y,495.0,27,,,,1886.0,M,M,other,Unknown,Unknown
1886.02.13.R,Boating,Australia,Victoria,Mordialloc,20' boat; occupants: John Wright & a friend,"No injury to occupants, shark shook boat ""stem to stern""",N,494.0,27,13-02-1886,13.0,2.0,1886.0,M,M,fishing,Unknown,Unknown
1886.01.28,Unprovoked,South Africa,Eastern Cape Province,"South Jetty, Port Elizabeth",Mr. Rodwell,"Chest & buttocks bitten, left leg severed at knee",N,493.0,27,28-01-1886,28.0,1.0,1886.0,M,M,other,Unknown,Unknown
1886.01.26,Unprovoked,Australia,Queensland,Brisbane River,John Byrne,Foot bitten,N,492.0,27,26-01-1886,26.0,1.0,1886.0,M,M,other,Unknown,Unknown
1886.01.01,Unprovoked,South Africa,Western Cape Province,Groot River,Dr. James Woolby,"FATAL. He threw up his hands, shrieked and disappeared. Partial remains washed ashore the next day",Y,491.0,27,01-01-1886,1.0,1.0,1886.0,M,M,swimming,Unknown,Unknown
1886.00.00,Unprovoked,Australia,New South Wales,Sydney Harbor,male,Leg severed,N,490.0,27,28-02-1905,28.0,2.0,1905.0,M,M,boating,Unknown,Unknown
1885.11.26.R,Boating,Australia,Queensland,Brisbane ,"boat, occupant John Bishop","No injury to occupant, shark bit off section of the boat's rudder",N,489.0,27,26-11-1885,26.0,11.0,1885.0,Unknown,M,unknown,Shark,4.57
1885.11.26,Unprovoked,Australia,Western Australia,Bunbury,A.Y. Glyde,Laceration to calf,N,488.0,27,26-11-1885,26.0,11.0,1885.0,M,M,swimming,Unknown,Unknown
1885.08.17,Unprovoked,Atlantic Ocean,Unknown,Unknown,J.R. Loesch,FATAL,Y,487.0,27,17-08-1885,17.0,8.0,1885.0,M,M,other,Unknown,Unknown
1885.07.26.c,Sea Disaster,United States,Hawaii,Kau District,sailor,Left arm severed,N,486.0,27,26-07-1885,26.0,7.0,1885.0,M,M,other,Unknown,Unknown
1885.07.26.b,Sea Disaster,United States,Hawaii,Kau District,sailor ,Laceration to torso,N,485.0,27,26-07-1885,26.0,7.0,1885.0,M,M,other,Unknown,Unknown
1885.07.26.a,Sea Disaster,United States,Hawaii,Kau District,Captain Mark Robinson,FATAL,Y,484.0,27,26-07-1885,26.0,7.0,1885.0,M,M,other,Unknown,Unknown
